chainage (m),Q (m3/s),flood levels (masl)
2027.3514399806363,5940.931055703064,119.66276730859234
18244.312201722445,5491.367178996745,115.28678023305454
27852.69630789756,12601.089021246724,121.81185208629066
12167.41112952752,13577.479106898827,126.44495451035601
30807.24000434233,5668.451892564852,115.28431035049329
17766.871313765365,6929.443758538963,116.87306991354005
33974.690401796084,6780.575212619307,116.10700480536443
30150.77558198358,12660.527065577604,121.89864400672568
23487.961940679474,11209.388248540916,117.54235595501883
1891.7357955105638,10185.484764309018,123.60692486105563
28336.355308740534,8724.622349053885,119.76916563878726
31261.33574358683,12526.95214509271,122.14935529908468
18822.82555875812,14406.61455616683,121.41501769849835
19271.582993845586,8756.47711262816,117.14097599704965
21016.243821609438,13895.716992279733,122.8225941148468
25689.975151307593,4539.555994611821,113.96051744060716
13408.617348021093,5099.7186346388025,117.309639284849
28340.6051903527,14717.513476699783,124.72044183698308
25713.065243827532,12864.560608149346,121.52314317455009
27834.153183488415,11276.513414721943,120.63127987561
32021.08194727592,14175.140772706894,123.96612125461142
13274.156177108169,8725.691215708,121.79274699076294
8587.119845329182,3455.038012977844,112.27428473617906
1118.8152192846383,9369.412061332261,120.81971753679376
8147.534199059747,6530.131592630754,114.94010943527573
11695.5455245876,8351.78326869716,120.9782721259139
22510.35686864847,14393.618120725223,121.83668171237251
13540.062513814535,10570.621228170956,123.15099343888808
22240.664183737175,10105.858708049507,118.54097746934616
8332.700567847756,8851.970653941195,117.91059384737775
2350.980127781355,15867.326377397396,127.61176636371083
2237.046818099209,8994.83018780566,122.56024379820737
4116.603175253525,11583.50354567081,123.05526690302011
782.1927535384326,5752.9673012895255,117.7571082100425
4647.460696953027,7404.258258913484,118.63197156092485
7959.611201595398,5586.53121038155,114.24338633645584
29923.17708873059,5970.3933553406505,115.88581026646263
11188.94426845464,9567.324495511986,121.49041978686748
27811.27655896104,10154.678116086252,120.20468740704565
18809.26936443282,7369.753052226639,116.0694877446874
22986.313296942215,11338.8886441807,118.77972170167862
3009.1404448795042,8414.864708864085,121.6649405165443
30633.789412311555,12708.653394897741,122.54761736118732
8746.324930861874,17772.739746218394,125.34054412055434
11552.464506340644,10649.3754538116,122.03661328174604
4480.22615489209,13244.184048613686,123.59541276863328
33402.93129779631,12567.570942743509,119.3354589726782
26838.996615548214,12283.16270136569,119.76206279734674
23446.306695437812,11884.916633599843,118.1989624674308
16536.299098137137,7306.247112485795,118.3148952239825
5188.783161450517,6503.762321563983,118.06595398881181
20286.479867841477,6308.022459715416,116.43939388547405
22780.8403917184,14079.277375115766,121.26945417807715
18959.736926451413,10255.678702698271,117.42015141336634
7229.91494499141,9077.502855145842,118.04972944530614
1211.1603884887131,10285.801413506659,122.79194951950701
23107.812323192276,8446.666417574861,116.3854299481442
23413.443953919243,19685.360607294686,122.61858570525895
29201.607375089246,9497.055678893928,119.03401538285638
17398.51146469459,11360.17275543983,122.09920989477659
27593.125976467407,6370.004599917116,116.94211178022881
27256.198093013496,3538.963262697166,113.72385226266664
3652.1377451882067,8240.631977183162,120.39554237395889
717.1181812249246,12662.395893336105,123.04755474648248
25838.763837230857,5073.357825593819,114.35886122125463
30759.69445454796,11256.597506725495,120.7999411654631
27157.265590768027,10839.077301324984,120.31787593717709
10501.915413955106,7372.279724898647,119.99036095502326
30068.274878480363,10069.149884495462,119.45482549662958
30983.203622612113,11804.890152697302,121.33985692228595
15020.071026488096,5165.5257863358875,115.70372390842604
12102.59868187318,12837.833922316975,125.5945378226766
34747.68604228239,14383.231643041054,121.18166893351798
34348.66570711248,5586.301453216607,114.82823321403049
13005.764342615535,12321.56603091102,126.32114592542635
5626.817579975561,5726.230830284391,116.42155539765298
1716.1393161942017,8175.581903218869,121.78559493507252
22621.859568447675,16942.669516235568,122.5124485819614
8287.360736950717,5569.20214743323,114.72397007591941
25283.7895518431,13125.277377425511,119.98591959195335
15855.93630872242,5967.115120924569,114.63356583922052
10567.056204455888,9686.89385492162,121.30135521663568
19739.187774577116,1913.7306248571422,111.96517996378729
1618.655807812732,5583.527095182562,119.25450156389536
29915.586230110053,8165.241007908285,117.92132162437316
19861.735861896737,11243.767292603345,121.16345238998004
1613.092008597093,8877.707547790696,122.23138553842406
10835.35291411164,13596.629261638584,123.75132473016484
11312.222179672719,4826.471335699596,117.28013915490772
10747.962684228345,6825.91748185736,120.27552939796331
21947.80138759532,10674.6249357635,119.11161482379487
32086.922927809923,7571.113741640504,117.22313239700694
4861.2558216084935,11672.148348149714,121.58226619323044
409.5570916943941,13626.455719160374,122.97622032869432
951.8788446882143,7449.983299984581,119.22558316112716
17615.65453994184,10011.030739804839,119.91346247602475
23265.990997401106,11101.110621844251,117.75746853226609
1212.1904997078545,4311.942041316454,117.42331630427728
383.1274286143308,8247.740681106658,119.46891240668886
29108.07901353929,14811.253025493217,123.24638642858527
5957.488996209228,15344.51116082499,123.08877808932425
9445.372041388962,11108.00416793457,121.13751231727551
31764.98492541608,11680.584428272188,122.02237848108808
16118.431921283245,5017.1756049365085,114.24529288844836
9121.05981524962,8050.897128937014,118.27236991095162
172.20390245028713,10549.033031727216,119.4408725589502
23829.823590245727,9539.30059489456,116.40245100261812
17514.716782375075,13342.938576238721,123.24830807538424
26385.6037123677,5816.197018890555,115.49767035983899
23939.196277584517,7087.881584122118,114.7841179079212
23960.86852852242,5996.531122758986,113.02986656864753
8330.672960549673,8658.015322285672,117.26758113801908
6967.603935175577,3968.2725840946605,114.95713144755533
8783.334210769368,7885.99540374957,117.13518553030747
9931.852196794316,14709.63208205593,124.36630008816383
31914.03694413987,9856.075380625334,119.71864026661716
15725.496368335957,7478.058376683006,115.70952455664589
13114.429824916806,9373.530849958503,122.61934785528045
1315.6186167064495,10411.74029947103,122.76692748307556
26724.329047097854,3753.855266402301,113.93975722700424
19880.9694273822,10417.804638308588,120.39147765392066
6999.8230074076255,8905.72315441608,119.45957636361788
26444.08223409862,11584.898383785405,120.81618738261824
7753.206581610935,5955.3797140831775,114.81892677528013
15944.154651228055,10362.615820315135,118.64905674831381
18312.306593145644,7925.213517760271,117.67530553134074
744.3352895823637,14586.68681666538,124.98563220099497
14285.056448092833,2654.4002608930996,113.70355623895072
15393.731970341876,11750.999005908063,120.77872951544384
4798.947181789734,6417.6571197308585,118.1470988429054
18297.92393512022,3837.6769055281993,113.35188090346627
6041.207376221426,10374.057702989363,120.40660693500655
29326.38240508917,14114.11561992251,122.18124242763658
23448.58453977317,6187.440565780313,113.95451716874632
14275.666205510157,12523.75267475109,123.14977869749862
15042.646168417354,10161.497406077722,119.87432377337822
185.24384510389896,7042.777378399779,117.6859854974161
20245.770146211104,6883.750511216917,117.49553985612494
22967.061027284286,8501.595572057007,116.50742803186145
5547.746638033068,7002.515795437741,117.77075145686179
34536.7020507892,14529.403929185402,121.84804216811261
31700.58353247941,14098.220949259518,124.44667495970333
650.8943927663076,5998.4385284952,118.11936091996388
33000.49035062525,5056.877798916598,112.52157108262216
14866.920210632497,13457.725008469355,122.23119064560171
21744.69293184228,9966.58224344096,118.80154312516284
17637.45443921917,10111.51621904957,119.70318595000246
11248.493774012548,14111.55143694215,124.36410687263331
6635.675539584899,7198.930203010148,117.8845181173946
34546.42338358349,7881.314282601041,116.30740467492024
868.1018664721795,8562.516020790947,120.13300140604008
25554.89947889271,6681.004221614176,116.73439916177816
29326.403423406326,11544.972446478907,120.58762353718058
24281.235048679977,9462.938320134697,116.44223060909911
21438.80340843816,12435.633670346702,120.86343287020534
4317.341603607653,9238.973940583468,120.75281422841991
9948.38917302332,10209.666717687014,120.77466565096206
4261.468688221527,6805.953683646844,118.81062465822012
34662.027710120885,15515.11537257248,122.00323075400513
15656.642290566368,11380.865027086824,119.98136174195324
14315.687942151775,10771.176090880343,121.67609527165723
26843.035329211467,10896.100787704265,120.27459177768313
22130.592462280805,10249.4367747635,119.95620921679001
28920.19547468765,9292.92344196687,120.02192127889616
16243.366982936157,7418.917661471668,117.15634301698329
2270.364071555119,12595.931889820964,124.7913299633809
20854.253298723546,6729.239389510397,117.48696706433485
1284.5218612755984,12649.504848423789,123.97733293772646
23243.69127110262,11806.514862997024,117.69772078976526
24776.419568069217,5640.770464123843,114.35470082315906
26688.365321950867,15428.475869940303,122.7656251483515
13790.328040605225,8240.64744523881,120.7254910837781
22399.72819829181,8948.491029822026,118.41240752612586
9648.18775734502,10898.08878180884,120.23406242605991
3306.0240836621797,7320.941713934051,119.8593735384244
32748.607467383146,10492.468664106022,117.84558238056741
20916.46560729573,15154.586006997466,123.58127478912306
16545.392104757993,7967.910648378408,118.47535850314732
4857.846478880865,5786.507368202055,117.12024993619853
12957.715877081946,9155.8794930106,123.00898461208662
17270.10226259829,5608.328748223492,117.34723138503878
23578.447672922666,10047.38366302591,115.83514170285127
15536.98934997223,10674.707035039715,119.29063026416884
13953.015539015214,11927.533866047026,123.35199049606737
34783.448644296084,5741.89470617819,114.15101211297247
16087.880769887619,9440.726207068663,118.57419973068077
20268.28441731136,9759.079698770236,119.78157295112179
22650.64308164249,8087.613663741993,117.092203236841
36.98561489897858,11271.574388218723,121.43379548275566
21823.095453765018,7224.835311018137,116.56445768736238
26927.60314024102,17883.2493401702,124.1536582571325
21248.792229240575,14839.375170176452,122.98669515289123
2705.945154328819,7307.63304148675,120.38995022577198
13983.447048898914,6348.014641809868,118.51601690136768
12986.226874203667,4022.4363404182614,117.33201613399119
3053.5421595172734,5505.6262743208135,118.57128383322126
29144.456381986198,20236.23333017552,126.14868806503245
32173.801556728606,15641.06906842551,124.10422880285829
4643.389918053719,9504.042860288931,120.22628482562922
15795.83458552601,12357.258807588752,119.38368904533499
3336.751483992136,13698.381532740528,124.8175355213001
2786.411521455199,9722.700767479637,123.04952263563166
14570.159985106844,12539.21262709239,123.53923419214057
12735.467140872275,8683.376812561031,122.76825280091164
11646.65237194161,10629.760254780946,121.8790454832951
18397.49770734392,7795.669389322032,116.33776028056047
3440.138342544455,9396.873374943449,122.53934078132865
25308.97215058875,10097.251311379483,118.07521633240127
24104.39629595725,10263.962713273568,116.80315984620557
28827.912011013927,10123.724869340367,120.13875513674748
21311.19112727654,10823.540590495919,121.06285890361042
33490.05787061428,7838.744490782197,115.1117093284592
10565.547424899221,9904.232503082068,121.2664000675839
7977.853349291823,7751.09033703556,116.28973666534043
5476.250940122484,6834.621469256098,117.4716411186003
28598.413190606003,13318.68821692363,123.12969547943655
14743.731277037617,4582.370116452061,115.57872957954451
21014.142554260165,11702.071763876123,121.43090697165871
20548.83241935645,2565.9575580550572,112.74957575571206
33762.87124369767,11543.33559337728,119.31278973106541
7269.145519545462,5745.348804971769,115.58818126585156
13102.052066943726,10521.53883630541,123.98235912289567
12825.801256527202,9904.712161249516,123.76492835594041
31895.946627804402,11176.745940101211,122.08723530346516
19990.78051437502,10821.039097310633,120.55010529186856
19536.99382246356,11425.144869265801,120.01917473045214
25150.3195762275,7901.269487940542,116.52093524422166
13516.244828752428,9884.147236744499,122.65013115290697
29349.387139301027,7464.772687379533,117.4865918628949
31749.20641013385,6896.167712830227,116.71285277802691
6114.12044511069,5537.554997032639,117.02897352044361
31291.395223050917,10406.568939222949,120.08965608630967
3545.9466340729336,6008.285474677032,118.9930964840277
2538.9481228545765,15121.176850630647,127.261282512758
14057.215425245977,6550.681035125507,118.32567469047906
23831.759772085526,13508.34316745327,118.10030735995599
13960.126263583319,10632.593277270793,121.80630190391929
6008.733050521566,9043.221244301436,119.49708338332455
24890.92437637703,11176.297861383477,118.8874845745975
4916.843826667082,6574.66973914552,118.2221068828183
10304.81520432896,7326.80535771695,119.42274805680199
25372.166045457314,7747.005679628144,116.61847390701752
9373.566993273034,14873.150741179314,122.72146564437577
32053.172606008175,12262.862126424861,122.27601518647714
2965.00049736838,10447.241844657887,123.7752533494111
34392.26479587628,11815.236065762523,119.70714903881523
19311.755579649303,8047.063257815775,117.11788600682638
28942.90467624831,4132.68565267905,115.37064670949667
24535.0170563407,9031.528061940407,117.51298084840114
4484.352754396018,15738.190059149361,123.74808181751672
34534.892686131025,12061.982822263402,119.71280707666818
28522.648309635482,7822.463992506465,119.31819027032346
15004.921390392508,8708.300132937913,119.0383738399277
25409.372398670414,11373.954767189705,119.43788265208167
16028.773414136707,9286.28945920614,119.01532444299893
8644.703897946423,14639.822460458494,122.69455451357206
32185.65815087225,7293.90433215745,117.39751786306991
27951.170149023645,10898.593045393833,120.8387012104591
19833.28523119302,15824.195862936907,124.2651786845615
24577.417563928142,10555.29778576985,117.43816239689171
11661.503505348985,11658.842053227763,123.32268959877828
27382.11722986378,12980.64622690275,121.6570102921191
20793.41149143332,10976.48847604442,121.16241469345287
18176.91102062551,4266.343361250515,113.56252928004061
30358.00303150418,6747.2723591761205,116.64290588160448
7883.432205429128,13848.148883524362,122.33024515590321
14350.162029197889,15557.213750716142,124.74267623639696
29599.717333808574,13852.944626251396,122.09392646438968
7789.957243585155,9882.373868693061,118.8919576194238
33244.19363071817,8581.32099857277,115.64405116966
26561.818707718132,12742.73549889795,122.1468468174103
15934.533541701729,7128.580170056445,115.50209213773891
25361.139265535603,11083.778188228704,119.35981205829214
14311.45444374009,8686.380825139446,120.190811262311
18688.766309101957,11188.648507859405,119.92120844468327
22649.398517598,12987.673149225506,121.108573440252
32755.683082861873,8788.77102057339,116.9620320189207
13880.756764759244,8337.092378372921,120.6272524031375
5950.051631083533,8700.386182948443,118.91465492565044
6159.540905080197,3025.2693556401364,113.69128715750232
29981.52604243718,9889.136933714584,120.09953547727484
26223.140477915516,13375.19339850269,122.37082478016592
25463.93371476736,12927.631121940638,121.75755893073512
9110.985111363918,5760.802411855731,115.19708449984408
34417.96200745545,10793.590948187695,118.84339906233902
34338.475760168374,12512.1920809017,119.85432008214036
3111.2757018279676,15560.061570957349,126.65215364054612
33503.35296650556,10526.753967040195,117.59804028643545
28456.879712901413,11763.187383348919,121.5523306634029
2423.3054366270553,6672.101014146301,119.94977504518874
25257.807207423375,10400.160153486557,119.02441131723347
12170.327791262673,13070.768982664205,125.48494428688554
6315.298336123884,10451.168166186038,120.46334433070282
28180.86060341806,9961.425587581587,121.87612443989156
13500.971092329468,11249.2523645711,123.30039798746138
3456.601978482925,8235.279615567599,120.71844201505161
9244.51939433329,9711.258098173861,119.64794461481875
13389.456087865809,13372.389903100557,125.87444365190962
8846.98433256901,12327.193607123503,120.36536869196156
25918.757006743253,13038.863948198305,121.88471372243886
26997.17917020771,13783.780355971572,121.84722261681827
28201.559445343755,10057.809693794792,121.36593558137753
13604.485444779755,13476.960411985356,125.59114121342826
22035.71573246652,12066.638325414162,119.93677102982679
15988.081498844387,8332.414074955237,117.87733481880858
12157.27613125339,9191.56547127168,122.73912361749814
7750.637763600417,5665.397158500282,114.92975250583152
7107.819849555652,9942.334429997076,120.93043872236497
34515.62261470599,7277.77542571552,115.86091262376527
14588.867210216096,11492.738919158035,121.90985665726522
10354.424181445807,8604.424536314904,120.91525381440275
5657.9311973709255,15322.388011895939,123.46221628405492
28468.71880319046,14428.224163322739,124.79637107582657
11700.419235130468,7233.557343711645,119.95867930975292
14511.491565355096,12339.747129725598,122.57753651143443
25481.18662201305,15754.763827437146,121.87365404085881
19224.58001562159,9063.377591284572,117.05422075653837
2242.6050436301484,8410.328496822594,121.82356562346014
30427.49086915146,7420.422186794454,117.04756465648605
1734.9925476042056,8211.466703543827,121.69548907156421
22114.80282611344,8987.30789428115,119.04831992615927
32827.60398938149,8678.52602255891,116.36773490430909
22094.34152164199,9388.800241850508,118.97922109119332
25309.899883846516,11500.8301478882,119.0470238524912
5443.74802985135,4647.891064655154,116.12416620992346
15297.526576217795,15705.192650013953,123.58745941320214
10506.631385131166,6385.50521376869,118.8825797619009
8327.34541675786,10893.12369138332,120.08205498352017
10195.537050682062,7707.672135515443,119.22006795083148
2025.6318706149038,11271.100111994401,125.09083411094872
19605.476700118666,662.1331019581758,109.0103751424575
30895.300737881236,9942.169197351239,118.65851780393572
19538.978362138834,5594.661554745066,115.332305329448
10894.073681390193,17379.867850693714,126.32055348436903
30177.90662230621,12746.466939486429,122.77618345503839
33887.45955643962,8293.700398824645,116.01689898464154
30479.655321055216,11433.078695088587,121.32543394644973
24130.41963954259,9231.328718732064,115.97043731396609
30419.43946717123,12336.374036052675,121.49120238214641
2500.6799628811978,8486.169563033467,121.67629464437265
447.43020674997786,12134.657653760723,121.93574625045324
5819.287777884811,8438.510631189261,118.51871086494553
7017.158035175617,11075.625733362933,121.60503157217953
10639.170655939257,10053.393605757356,122.1191283442638
14762.311702295034,16575.58336274644,124.99990186361575
27573.75547569538,7733.061741869093,118.20752887235706
33554.25911081569,12132.447150612676,118.94655755939203
6188.85029414119,8270.891642951567,119.56570328511067
17364.12188143011,10132.324017872268,121.75042008095515
6887.2330268123615,13149.842955419226,124.07672594306968
20505.857228173616,15345.084456835022,123.37265107169605
21772.138828443134,11545.602395843127,120.80939649024987
8950.274622247389,8113.826397756114,118.17114488336803
12550.746164553912,12152.51645239346,125.59481489959326
9148.578703168561,12756.619004647167,121.6864071514665
33757.892103938,11371.487254213702,118.91557098649095
33039.57963570824,6077.686014293934,113.96083051840266
28956.94485323301,11173.850374167492,120.75569239941576
14464.949344178494,15068.997520045741,124.8641196058195
2426.4787634143845,7545.437691083956,121.07658575818756
13191.43391855785,15271.367844613305,127.73641053095328
28455.82628377852,5396.016041125777,116.8371564357663
10171.353385145805,11711.272538285752,122.55570992810699
13098.674375489829,14057.975814961179,127.21552219312635
25463.57751067671,12612.318173625754,121.22159842857135
12407.620616200129,10238.173247730443,123.82976885048669
22234.57919131919,14984.176511933296,122.14615577025704
37.94290651664588,8015.671896613452,118.96928668329657
34890.77503040053,4648.277308168853,112.61636428075995
17575.846348686082,5743.3705201743915,115.72241731076276
20392.978567871007,15225.019517887424,123.35388785842693
27209.680223219282,4629.477032278182,114.70010922137001
2623.148494938886,5838.433394788455,119.51301194160524
15906.686418070329,11296.689366870442,119.96304298203275
19307.14895659734,5992.163889925199,114.83424003862129
34291.205398898615,3721.151065254424,112.97906519611135
5225.270480731341,13641.359452115339,122.22549950278602
34148.75403996889,11035.2559914062,119.52535127936511
24199.931015925504,10143.00882878153,117.0262245154119
28899.942592039493,3559.659481897581,113.83589719732142
32978.95281747226,10185.006939025221,118.06417441974052
8337.410105335142,11576.411687058466,120.70236007178141
503.1700852274553,14538.649216301956,123.70373929253294
15584.271138191461,8290.386124476056,116.80348378920895
10432.048687049666,15030.728777546261,124.1447772644204
24824.176718202478,8660.207068564152,116.5336323407514
360.3608169972943,7019.171344118624,117.67438172557476
27195.7672697374,11187.983059369806,120.36368865331124
20259.33426845463,11451.82204727271,121.42778990223616
24200.30060978466,12397.606972350564,118.38052287655069
12770.051997480241,9598.472132963272,124.13740553723272
15554.416457732701,9931.513376772815,118.88511909924318
3318.9075080123366,9744.24597186414,123.10507326432725
32011.182518236572,13610.812537350499,123.3088717868384
33507.0760088874,11433.68369266579,118.7549841090666
4724.875687939509,8268.289751761677,119.12471298616356
13634.213370518622,11350.955000984934,122.8092080870037
18580.068333191637,12694.553565426155,120.21517549889134
31931.50377565496,5686.723097634109,115.32658293202942
3051.667331465684,5218.207582360195,118.30013059104355
19655.650525099678,10188.29214976238,118.96440800033612
29017.656296198464,15293.67919741755,124.09768104787692
24761.10334081038,15103.9965335866,121.15755018171434
22068.027527036742,10491.203170911585,119.8706462851308
20173.31596193136,5433.308278916113,115.90966516381955
7682.392115491199,14565.802548609016,122.15896565179872
26175.76241818886,6799.190706532398,116.93576616070321
30921.02785285493,11593.228320911943,120.99078425685693
25956.11199953574,8985.129071946416,118.67453866662308
25430.73486911678,3377.1490497286195,112.13831938638268
9720.57842668727,9405.944420501644,119.10804388917197
33534.26035465351,2640.226602303371,110.24628928560291
13378.687483414209,9491.583167853529,121.97083318486908
17727.160278443815,6195.583461316381,115.75654314685825
6256.680465864913,10073.29743871083,120.45891300102798
3282.3692975755603,10951.502383262141,123.74543541705756
13957.871862437953,5327.694238692561,117.43709052327334
28910.44867388375,8587.788805247856,119.22829573023712
34118.56053435896,12446.060623561953,120.29633603460019
23231.201861670223,5458.36825054472,113.05544232488023
6544.811065237062,12061.610636859612,122.08643446260947
33181.13739251223,1207.1951700117397,107.03261512801893
15147.549772282653,14887.295435692156,122.89354032976213
19650.919286612443,9875.345273150197,119.14642758085058
21006.821955430485,6019.255758226847,116.45349991483886
24066.012650415803,8488.937325472645,115.38013127744736
4483.285815960854,8532.45015262417,119.6346184871737
6727.742743809747,8858.243165613216,120.12876573084638
29732.046482234015,6164.827759028391,115.63408091598177
4643.042452425416,16301.53771812913,124.36278309639712
7400.521016026067,9714.90320715414,119.01556879278104
12593.499226026195,13459.332587780445,126.42329456090246
6517.5577300207515,3135.167270484575,113.88244149851697
31963.881988398913,14984.982403777802,124.95260728315499
31551.527295127395,12028.113710635558,121.75952818607679
17604.244692272317,6485.770796099607,117.08387918829857
26935.006476391965,11330.329774154547,120.33019882244663
30979.69497703124,9076.198619719096,118.54472244093822
27665.578345143007,11888.916725580277,120.76796676420743
16638.873849103904,10585.577523273465,121.48498273907032
21148.378896549897,10731.28265585129,120.33504975064874
16613.408052856983,13395.502222469482,123.64079464265599
29208.733266356707,9912.848153691573,119.80013523901984
3108.437143298033,7434.150512758484,120.126496019659
11029.070084045868,9748.082736973553,121.19132474960281
4374.342521998997,7632.279038333544,119.16171265582135
22143.836017344613,8471.905986158654,118.45262000197422
8334.824118621666,6063.174443061991,114.68137629411848
22229.708114036315,7709.758786154454,116.87743591642037
9666.455263370084,16994.943102191944,123.89564878742789
17863.090869426374,8856.010925186238,118.79797425027238
28684.267142522902,9331.223295989374,120.4093656132051
26161.869147351783,5848.697553196487,115.85465033910579
13136.632102308904,7009.88641971898,120.64873171228444
589.6155940098165,17054.68762039134,125.19218753199034
1615.9557393334571,10981.047913866194,123.58134034672815
14874.739043937923,5428.291488484854,115.84952780010185
248.04037330638155,11386.003012166793,121.09183954830515
8.164236159215488,10734.6280186473,120.43762425828459
26089.216895797737,6620.973901616952,117.34755564073834
25125.95603176435,5730.309235835129,114.33506957086239
34800.87218939225,9616.073904860606,117.80672931000544
5099.541344296698,12968.567067668624,121.6662930955332
17772.477234812217,8169.116782963836,118.4501972479946
31659.32523001447,16473.172110138294,126.35938380363862
6564.411316191272,10847.887570256618,121.23761969192955
4000.612692039983,14409.028173826733,124.40312397709916
1734.4510702943342,4976.313345934434,118.02036847835973
29030.677575396712,6996.014287739733,117.08092029224461
32645.513334406565,13115.185031616797,120.07509520042996
26580.95020156872,12092.202875033716,121.09006733703822
23866.86782376543,8002.271495083175,115.21436658287928
29249.22989157017,6425.800101936966,116.97201218714034
24426.164786233276,12799.460165713179,118.78353342940153
32573.736320588807,9316.961840290352,117.57515135883106
740.712661839171,7652.843168524223,119.126490111056
17822.820113722224,5093.474740949061,114.88508986737368
30262.240444412084,12303.530073905331,121.35349535635555
23823.001013590107,7830.552570294003,114.88349808654866
20460.34383742844,8602.296516576213,118.94697267104631
1030.0977209929074,11587.626872036812,123.17598112867178
3819.202006021359,1517.7814299251386,113.53565999423792
17865.923734445696,4230.479799008131,114.01851989216904
33373.15436678263,7889.801401840061,115.57115103262106
8859.712069387111,6790.667139611873,116.45534825968555
14881.0808194932,7368.310132234515,117.84034833873187
14596.660266466437,2683.4569548596182,113.07974577782552
2641.0145219888173,9576.650653538716,122.19192274881961
16549.21687443151,14814.675144704961,125.02777502750303
28804.68460966483,10569.185288563318,120.7514594073585
5004.561396384897,11841.226077734947,121.57315882193329
13077.400390848836,10442.665333253659,124.17494368264889
15262.349189525536,10140.887028153393,119.26260686515727
3947.292366861742,8044.924834789151,120.12979018491984
22917.329985167456,8753.333781486683,116.79163442769634
33192.89207022163,9956.493021009765,117.35153584611959
9170.575635738258,8589.211021772686,118.27830691411931
26622.085305692402,7122.228403584384,117.03771484425553
34534.81697729566,13730.909276208462,121.46979536110442
34238.64465029081,10699.417827255234,118.72353068169176
19183.7715691551,8752.394867191993,117.44504135434589
32276.200215956807,6675.769225361151,115.82669810674649
26978.371101418466,14022.512319146854,121.49038755711535
15573.366116198538,8583.474823066386,117.10762406159246
17763.380357505655,5945.959378856702,115.654507958371
6509.917156531686,8639.26768454691,119.76434306767807
22690.675622102088,11134.555607177746,119.3700866675478
28996.150295225012,10808.440878610907,120.72411259275641
34520.079630265674,9057.183680041619,117.49481942906593
29023.839890289535,12764.942187039554,122.10479949045636
5694.282593747685,14776.871329264362,123.23825311406799
33377.50918782686,12899.083230071596,119.8712172040651
8784.30671837025,5679.146540923282,114.8778586607381
4395.64577761937,13152.695033997556,122.74564882991665
30801.438006927277,7981.21991199819,117.04697285316247
13418.197310043972,12042.133254394957,124.50014472395823
25046.411232188773,11596.717611400123,119.71416380698955
15772.565994160357,6924.948813390873,115.53452146450593
25301.704466003142,5622.060883775484,114.52974113179552
29222.759861109123,9693.244919062961,119.05068887927749
898.0871850665629,6452.094674411906,118.54381706695757
14302.982957662161,12120.933813698706,122.49836722336183
22118.170678141025,17429.273211985295,123.49024485924095
9928.292303997074,14884.210710192787,123.88684131530407
14236.089583324558,7897.37056113897,119.27019320390484
19544.317261607583,11868.180120535511,119.34213788059209
3496.114573047797,4276.917185051155,117.4327550263795
27672.811431925737,10235.251836458747,119.68850608514481
1170.4285572924252,11026.383211940665,123.52213166855077
12726.19165176448,13712.003984085894,126.93008224887734
12477.944326012717,12097.065071006067,124.7474967033005
1010.0519041910019,13574.209640502108,124.94317928561998
23922.310913336674,10727.06029359626,116.64644863496318
11799.877675159378,8548.070657458917,121.12425977841261
23639.596417374665,10427.631929110697,116.62195091496001
226.61089465282976,5519.08966270352,116.1091696266254
11604.45377212057,11567.143236119471,122.47595255848276
29443.360373193584,12421.258705739887,120.72561012183438
16177.406563053613,10403.723267890282,120.91759077483523
32342.152258288945,2664.034800435179,110.6287425781909
33617.73002260693,7778.8831061493265,115.2779030170688
13844.86681219942,10132.642930240865,121.90836476303204
26331.791094756853,6397.041727119684,116.27563896755746
21587.490730784364,7389.377107827355,117.83959218654772
10631.387451524739,14941.024705010823,125.38938913512071
7482.421117003899,16429.48242002319,123.92734892162991
4887.589508259229,7331.073424603911,118.13917665162003
13383.328950101704,6456.000003588737,119.09664971061227
6975.133348632978,7300.897537843645,117.86868299099415
15976.61959253495,6593.350561204142,115.5811446724559
28432.540923162673,13680.019032610948,123.72035533464951
24124.257826540543,16319.592540735546,121.62992668272406
22009.322460956784,4014.6668569157664,113.99299831457418
14818.001781977202,10684.469854291374,120.88628689935452
6535.507970986752,6818.909285699994,118.37751668226622
8586.534201818913,5390.9417851046965,114.2254550059153
5477.450533936835,6776.503753985218,117.92407342816175
27343.309556073404,13915.340592640538,122.62501428313557
22922.455935826078,8191.162940549785,116.66320789621969
26201.08980119769,7094.347094857231,117.45242748904035
22325.26279540903,8606.397935548712,117.87509550682378
25420.579093793796,8663.333129140823,117.57007502348496
20785.513191262668,7127.813862073845,117.3445443457122
16539.07462873125,8486.821465427678,119.21030173224787
23871.385487430867,10990.052577349225,117.52140940910066
8824.986311710078,6706.552448870996,116.91301167548175
26017.76052667907,12255.777759286058,122.31345277543785
12649.143334378017,11551.143268728958,125.3691785329646
18320.760642108333,12654.557392839537,121.37138286755066
3046.3902331879635,13533.4234947045,125.58144761925186
14808.941612888859,9810.506804582632,120.19916255084497
10844.829909693188,10402.322881869708,122.25394686178626
34583.666317698524,15971.248048791731,122.52512574862773
18401.049177040353,13302.640426245842,121.3171487374176
24239.15897590276,11694.068347392575,117.55655568655877
16960.574471586406,13084.544456760555,123.290623672148
27500.97402374543,10083.120324078649,119.98455181197036
34089.41357465586,14801.298185690484,122.35816199695361
33007.47831839339,9676.061938102413,117.07675373923863
26552.210488604283,5399.539917045027,115.01492125788081
