chainage,thalweg_trend,percentile_100yr,percentile_200yr
122,106.5119359844271,127.26130509259946,128.06728938912855
123,106.5118226634353,127.26130509259946,128.06728938912855
124,106.5117093424435,127.26130509259946,128.06728938912855
125,106.5115960214517,127.26130509259946,128.06728938912855
126,106.5114827004599,127.26130509259946,128.06728938912855
127,106.51136937946809,127.26130509259946,128.06728938912855
128,106.51125605847629,127.26130509259946,128.06728938912855
129,106.51114273748449,127.26130509259946,128.06728938912855
130,106.51102941649269,127.26130509259946,128.06728938912855
131,106.51091609550089,127.26130509259946,128.06728938912855
132,106.51080277450909,127.26130509259946,128.06728938912855
133,106.51068945351729,127.26130509259946,128.06728938912855
134,106.51057613252549,127.26130509259946,128.06728938912855
135,106.51046281153369,127.26130509259946,128.06728938912855
136,106.51034949054188,127.26130509259946,128.06728938912855
137,106.51023616955008,127.26130509259946,128.06728938912855
138,106.51012284855828,127.26130509259946,128.06728938912855
139,106.51000952756648,127.26130509259946,128.06728938912855
140,106.50989620657468,127.26130509259946,128.06728938912855
141,106.50978288558288,127.26130509259946,128.06728938912855
142,106.50966956459108,127.26130509259946,128.06728938912855
143,106.50955624359928,127.26130509259946,128.06728938912855
144,106.50944292260748,127.26130509259946,128.06728938912855
145,106.50932960161568,127.26130509259946,128.06728938912855
146,106.50921628062387,127.26130509259946,128.06728938912855
147,106.50910295963207,127.26130509259946,128.06728938912855
148,106.50898963864027,127.26130509259946,128.06728938912855
149,106.50887631764847,127.26130509259946,128.06728938912855
150,106.50876299665667,127.26130509259946,128.06728938912855
151,106.50864967566488,127.26130509259946,128.06728938912855
152,106.50853635467308,127.26130509259946,128.06728938912855
153,106.50842303368128,127.26130509259946,128.06728938912855
154,106.50830971268948,127.26130509259946,128.06728938912855
155,106.50819639169768,127.26130509259946,128.06728938912855
156,106.50808307070588,127.26130509259946,128.06728938912855
157,106.50796974971408,127.26130509259946,128.06728938912855
158,106.50785642872228,127.26130509259946,128.06728938912855
159,106.50774310773048,127.26130509259946,128.06728938912855
160,106.50762978673868,127.26130509259946,128.06728938912855
161,106.50751646574687,127.26130509259946,128.06728938912855
162,106.50740314475507,127.26130509259946,128.06728938912855
163,106.50728982376327,127.26130509259946,128.06728938912855
164,106.50717650277147,127.26130509259946,128.06728938912855
165,106.50706318177967,127.26130509259946,128.06728938912855
166,106.50694986078787,127.26130509259946,128.06728938912855
167,106.50683653979607,127.26130509259946,128.06728938912855
168,106.50672321880427,127.26130509259946,128.06728938912855
169,106.50660989781247,127.26130509259946,128.06728938912855
170,106.50649657682067,127.26130509259946,128.06728938912855
171,106.50638325582887,127.26130509259946,128.06728938912855
172,106.50626993483706,127.26130509259946,128.06728938912855
173,106.50615661384526,127.26130509259946,128.06728938912855
174,106.50604329285346,127.26130509259946,128.06728938912855
175,106.50592997186166,127.26130509259946,128.06728938912855
176,106.50581665086986,127.26130509259946,128.06728938912855
177,106.50570332987806,127.26130509259946,128.06728938912855
178,106.50559000888626,127.26130509259946,128.06728938912855
179,106.50547668789446,127.26130509259946,128.06728938912855
180,106.50536336690266,127.26130509259946,128.06728938912855
181,106.50525004591086,127.26130509259946,128.06728938912855
182,106.50513672491905,127.26130509259946,128.06728938912855
183,106.50502340392725,127.26130509259946,128.06728938912855
184,106.50491008293545,127.26130509259946,128.06728938912855
185,106.50479676194365,127.26130509259946,128.06728938912855
186,106.50468344095185,127.26130509259946,128.06728938912855
187,106.50457011996005,127.26130509259946,128.06728938912855
188,106.50445679896825,127.26130509259946,128.06728938912855
189,106.50434347797645,127.26130509259946,128.06728938912855
190,106.50423015698465,127.26130509259946,128.06728938912855
191,106.50411683599285,127.26130509259946,128.06728938912855
192,106.50400351500105,127.26130509259946,128.06728938912855
193,106.50389019400924,127.26130509259946,128.06728938912855
194,106.50377687301744,127.26130509259946,128.06728938912855
195,106.50366355202564,127.26130509259946,128.06728938912855
196,106.50355023103384,127.26130509259946,128.06728938912855
197,106.50343691004204,127.26130509259946,128.06728938912855
198,106.50332358905024,127.26130509259946,128.06728938912855
199,106.50321026805844,127.26130509259946,128.06728938912855
200,106.50309694706664,127.26130509259946,128.06728938912855
201,106.50298362607484,127.26130509259946,128.06728938912855
202,106.50287030508304,127.26130509259946,128.06728938912855
203,106.50275698409123,127.26130509259946,128.06728938912855
204,106.50264366309943,127.26130509259946,128.06728938912855
205,106.50253034210763,127.26130509259946,128.06728938912855
206,106.50241702111583,127.26130509259946,128.06728938912855
207,106.50230370012403,127.26130509259946,128.06728938912855
208,106.50219037913223,127.26130509259946,128.06728938912855
209,106.50207705814043,127.26130509259946,128.06728938912855
210,106.50196373714863,127.26130509259946,128.06728938912855
211,106.50185041615684,127.26130509259946,128.06728938912855
212,106.50173709516504,127.26130509259946,128.06728938912855
213,106.50162377417324,127.26130509259946,128.06728938912855
214,106.50151045318144,127.26130509259946,128.06728938912855
215,106.50139713218964,127.26130509259946,128.06728938912855
216,106.50128381119784,127.26130509259946,128.06728938912855
217,106.50117049020604,127.26130509259946,128.06728938912855
218,106.50105716921423,127.26130509259946,128.06728938912855
219,106.50094384822243,127.26130509259946,128.06728938912855
220,106.50083052723063,127.26130509259946,128.06728938912855
221,106.50071720623883,127.26130509259946,128.06728938912855
222,106.50060388524703,127.26130509259946,128.06728938912855
223,106.50049056425523,127.26130509259946,128.06728938912855
224,106.50037724326343,127.26130509259946,128.06728938912855
225,106.50026392227163,127.26130509259946,128.06728938912855
226,106.50015060127983,127.26130509259946,128.06728938912855
227,106.50003728028803,127.26130509259946,128.06728938912855
228,106.49992395929623,127.26130509259946,128.06728938912855
229,106.49981063830442,127.26130509259946,128.06728938912855
230,106.49969731731262,127.26130509259946,128.06728938912855
231,106.49958399632082,127.26130509259946,128.06728938912855
232,106.49947067532902,127.26130509259946,128.06728938912855
233,106.49935735433722,127.26130509259946,128.06728938912855
234,106.49924403334542,127.26130509259946,128.06728938912855
235,106.49913071235362,127.26130509259946,128.06728938912855
236,106.49901739136182,127.26130509259946,128.06728938912855
237,106.49890407037002,127.26130509259946,128.06728938912855
238,106.49879074937822,127.26130509259946,128.06728938912855
239,106.49867742838642,127.26130509259946,128.06728938912855
240,106.49856410739461,127.26130509259946,128.06728938912855
241,106.49845078640281,127.26130509259946,128.06728938912855
242,106.49833746541101,127.26130509259946,128.06728938912855
243,106.49822414441921,127.26130509259946,128.06728938912855
244,106.49811082342741,127.26130509259946,128.06728938912855
245,106.49799750243561,127.26130509259946,128.06728938912855
246,106.49788418144381,127.26130509259946,128.06728938912855
247,106.49777086045201,127.26130509259946,128.06728938912855
248,106.4976575394602,127.26130509259946,128.06728938912855
249,106.4975442184684,127.26130509259946,128.06728938912855
250,106.4974308974766,127.26130509259946,128.06728938912855
251,106.4973175764848,127.26130509259946,128.06728938912855
252,106.497204255493,127.26130509259946,128.06728938912855
253,106.4970909345012,127.26130509259946,128.06728938912855
254,106.4969776135094,127.26130509259946,128.06728938912855
255,106.4968642925176,127.26130509259946,128.06728938912855
256,106.4967509715258,127.26130509259946,128.06728938912855
257,106.496637650534,127.26130509259946,128.06728938912855
258,106.4965243295422,127.26130509259946,128.06728938912855
259,106.4964110085504,127.26130509259946,128.06728938912855
260,106.4962976875586,127.26130509259946,128.06728938912855
261,106.4961843665668,127.26130509259946,128.06728938912855
262,106.496071045575,127.26130509259946,128.06728938912855
263,106.49595772458319,127.26130509259946,128.06728938912855
264,106.49584440359139,127.26130509259946,128.06728938912855
265,106.49573108259959,127.26130509259946,128.06728938912855
266,106.49561776160779,127.26130509259946,128.06728938912855
267,106.49550444061599,127.26130509259946,128.06728938912855
268,106.49539111962419,127.26130509259946,128.06728938912855
269,106.49527779863239,127.26130509259946,128.06728938912855
270,106.49516447764059,127.26130509259946,128.06728938912855
271,106.4950511566488,127.26130509259946,128.06728938912855
272,106.494937835657,127.26130509259946,128.06728938912855
273,106.4948245146652,127.26130509259946,128.06728938912855
274,106.4947111936734,127.26130509259946,128.06728938912855
275,106.4945978726816,127.26130509259946,128.06728938912855
276,106.4944845516898,127.26130509259946,128.06728938912855
277,106.494371230698,127.26130509259946,128.06728938912855
278,106.49425790970619,127.26130509259946,128.06728938912855
279,106.49414458871439,127.26130509259946,128.06728938912855
280,106.49403126772259,127.26130509259946,128.06728938912855
281,106.49391794673079,127.26130509259946,128.06728938912855
282,106.49380462573899,127.26130509259946,128.06728938912855
283,106.49369130474719,127.26130509259946,128.06728938912855
284,106.49357798375539,127.26130509259946,128.06728938912855
285,106.49346466276359,127.26130509259946,128.06728938912855
286,106.49335134177178,127.26130509259946,128.06728938912855
287,106.49323802077998,127.26130509259946,128.06728938912855
288,106.49312469978818,127.26130509259946,128.06728938912855
289,106.49301137879638,127.26130509259946,128.06728938912855
290,106.49289805780458,127.26130509259946,128.06728938912855
291,106.49278473681278,127.26130509259946,128.06728938912855
292,106.49267141582098,127.26130509259946,128.06728938912855
293,106.49255809482918,127.26130509259946,128.06728938912855
294,106.49244477383738,127.26130509259946,128.06728938912855
295,106.49233145284558,127.26130509259946,128.06728938912855
296,106.49221813185378,127.26130509259946,128.06728938912855
297,106.49210481086197,127.26130509259946,128.06728938912855
298,106.49199148987017,127.26130509259946,128.06728938912855
299,106.49187816887837,127.26130509259946,128.06728938912855
300,106.49176484788657,127.26130509259946,128.06728938912855
301,106.49165152689477,127.26130509259946,128.06728938912855
302,106.49153820590297,127.26130509259946,128.06728938912855
303,106.49142488491117,127.26130509259946,128.06728938912855
304,106.49131156391937,127.26130509259946,128.06728938912855
305,106.49119824292757,127.26130509259946,128.06728938912855
306,106.49108492193577,127.26130509259946,128.06728938912855
307,106.49097160094396,127.26130509259946,128.06728938912855
308,106.49085827995216,127.26130509259946,128.06728938912855
309,106.49074495896036,127.26130509259946,128.06728938912855
310,106.49063163796856,127.26130509259946,128.06728938912855
311,106.49051831697676,127.26130509259946,128.06728938912855
312,106.49040499598496,127.26130509259946,128.06728938912855
313,106.49029167499316,127.26130509259946,128.06728938912855
314,106.49017835400136,127.26130509259946,128.06728938912855
315,106.49006503300956,127.26130509259946,128.06728938912855
316,106.48995171201776,127.26130509259946,128.06728938912855
317,106.48983839102596,127.26130509259946,128.06728938912855
318,106.48972507003415,127.26130509259946,128.06728938912855
319,106.48961174904235,127.26130509259946,128.06728938912855
320,106.48949842805055,127.26130509259946,128.06728938912855
321,106.48938510705875,127.26130509259946,128.06728938912855
322,106.48927178606695,127.26130509259946,128.06728938912855
323,106.48915846507515,127.26130509259946,128.06728938912855
324,106.48904514408335,127.26130509259946,128.06728938912855
325,106.48893182309155,127.26130509259946,128.06728938912855
326,106.48881850209975,127.26130509259946,128.06728938912855
327,106.48870518110795,127.26130509259946,128.06728938912855
328,106.48859186011614,127.26130509259946,128.06728938912855
329,106.48847853912434,127.26130509259946,128.06728938912855
330,106.48836521813254,127.26130509259946,128.06728938912855
331,106.48825189714074,127.26130509259946,128.06728938912855
332,106.48813857614896,127.26130509259946,128.06728938912855
333,106.48802525515715,127.26130509259946,128.06728938912855
334,106.48791193416535,127.26130509259946,128.06728938912855
335,106.48779861317355,127.26130509259946,128.06728938912855
336,106.48768529218175,127.26130509259946,128.06728938912855
337,106.48757197118995,127.26130509259946,128.06728938912855
338,106.48745865019815,127.26130509259946,128.06728938912855
339,106.48734532920635,127.26130509259946,128.06728938912855
340,106.48723200821455,127.26130509259946,128.06728938912855
341,106.48711868722275,127.26130509259946,128.06728938912855
342,106.48700536623095,127.26130509259946,128.06728938912855
343,106.48689204523914,127.26130509259946,128.06728938912855
344,106.48677872424734,127.26130509259946,128.06728938912855
345,106.48666540325554,127.26130509259946,128.06728938912855
346,106.48655208226374,127.26130509259946,128.06728938912855
347,106.48643876127194,127.26130509259946,128.06728938912855
348,106.48632544028014,127.26130509259946,128.06728938912855
349,106.48621211928834,127.26130509259946,128.06728938912855
350,106.48609879829654,127.26130509259946,128.06728938912855
351,106.48598547730474,127.26130509259946,128.06728938912855
352,106.48587215631294,127.26130509259946,128.06728938912855
353,106.48575883532114,127.26130509259946,128.06728938912855
354,106.48564551432933,127.26130509259946,128.06728938912855
355,106.48553219333753,127.26130509259946,128.06728938912855
356,106.48541887234573,127.26130509259946,128.06728938912855
357,106.48530555135393,127.26130509259946,128.06728938912855
358,106.48519223036213,127.26130509259946,128.06728938912855
359,106.48507890937033,127.26130509259946,128.06728938912855
360,106.48496558837853,127.26130509259946,128.06728938912855
361,106.48485226738673,127.26130509259946,128.06728938912855
362,106.48473894639493,127.26130509259946,128.06728938912855
363,106.48462562540313,127.26130509259946,128.06728938912855
364,106.48451230441133,127.26130509259946,128.06728938912855
365,106.48439898341952,127.26130509259946,128.06728938912855
366,106.48428566242772,127.26130509259946,128.06728938912855
367,106.48417234143592,127.26130509259946,128.06728938912855
368,106.48405902044412,127.26130509259946,128.06728938912855
369,106.48394569945232,127.26130509259946,128.06728938912855
370,106.48383237846052,127.26130509259946,128.06728938912855
371,106.48371905746872,127.26130509259946,128.06728938912855
372,106.48360573647692,127.26130509259946,128.06728938912855
373,106.48349241548512,127.26130509259946,128.06728938912855
374,106.48337909449332,127.26130509259946,128.06728938912855
375,106.48326577350151,127.26130509259946,128.06728938912855
376,106.48315245250971,127.26130509259946,128.06728938912855
377,106.48303913151791,127.26130509259946,128.06728938912855
378,106.48292581052611,127.26130509259946,128.06728938912855
379,106.48281248953431,127.26130509259946,128.06728938912855
380,106.48269916854251,127.26130509259946,128.06728938912855
381,106.48258584755071,127.26130509259946,128.06728938912855
382,106.48247252655891,127.26130509259946,128.06728938912855
383,106.4823592055671,127.26130509259946,128.06728938912855
384,106.4822458845753,127.26130509259946,128.06728938912855
385,106.4821325635835,127.26130509259946,128.06728938912855
386,106.4820192425917,127.26130509259946,128.06728938912855
387,106.4819059215999,127.26130509259946,128.06728938912855
388,106.4817926006081,127.26130509259946,128.06728938912855
389,106.4816792796163,127.26130509259946,128.06728938912855
390,106.4815659586245,127.26130509259946,128.06728938912855
391,106.4814526376327,127.26130509259946,128.06728938912855
392,106.48133931664091,127.26130509259946,128.06728938912855
393,106.48122599564911,127.26130509259946,128.06728938912855
394,106.48111267465731,127.26130509259946,128.06728938912855
395,106.48099935366551,127.26130509259946,128.06728938912855
396,106.48088603267371,127.26130509259946,128.06728938912855
397,106.48077271168191,127.26130509259946,128.06728938912855
398,106.4806593906901,127.26130509259946,128.06728938912855
399,106.4805460696983,127.26130509259946,128.06728938912855
400,106.4804327487065,127.26130509259946,128.06728938912855
401,106.4803194277147,127.26130509259946,128.06728938912855
402,106.4802061067229,127.26130509259946,128.06728938912855
403,106.4800927857311,127.26130509259946,128.06728938912855
404,106.4799794647393,127.26130509259946,128.06728938912855
405,106.4798661437475,127.26130509259946,128.06728938912855
406,106.4797528227557,127.26130509259946,128.06728938912855
407,106.4796395017639,127.26130509259946,128.06728938912855
408,106.4795261807721,127.26130509259946,128.06728938912855
409,106.4794128597803,127.26130509259946,128.06728938912855
410,106.4792995387885,127.26130509259946,128.06728938912855
411,106.4791862177967,127.26130509259946,128.06728938912855
412,106.4790728968049,127.26130509259946,128.06728938912855
413,106.4789595758131,127.26130509259946,128.06728938912855
414,106.47884625482129,127.26130509259946,128.06728938912855
415,106.47873293382949,127.26130509259946,128.06728938912855
416,106.47861961283769,127.26130509259946,128.06728938912855
417,106.47850629184589,127.26130509259946,128.06728938912855
418,106.47839297085409,127.26130509259946,128.06728938912855
419,106.47827964986229,127.26130509259946,128.06728938912855
420,106.47816632887049,127.26130509259946,128.06728938912855
421,106.47805300787869,127.26130509259946,128.06728938912855
422,106.47793968688688,127.26130509259946,128.06728938912855
423,106.47782636589508,127.26130509259946,128.06728938912855
424,106.47771304490328,127.26130509259946,128.06728938912855
425,106.47759972391148,127.26130509259946,128.06728938912855
426,106.47748640291968,127.26130509259946,128.06728938912855
427,106.47737308192788,127.26130509259946,128.06728938912855
428,106.47725976093608,127.26130509259946,128.06728938912855
429,106.47714643994428,127.26130509259946,128.06728938912855
430,106.47703311895248,127.26130509259946,128.06728938912855
431,106.47691979796068,127.26130509259946,128.06728938912855
432,106.47680647696887,127.26130509259946,128.06728938912855
433,106.47669315597707,127.26130509259946,128.06728938912855
434,106.47657983498527,127.26130509259946,128.06728938912855
435,106.47646651399347,127.26130509259946,128.06728938912855
436,106.47635319300167,127.26130509259946,128.06728938912855
437,106.47623987200987,127.26130509259946,128.06728938912855
438,106.47612655101807,127.26130509259946,128.06728938912855
439,106.47601323002627,127.26130509259946,128.06728938912855
440,106.47589990903447,127.26130509259946,128.06728938912855
441,106.47578658804267,127.26130509259946,128.06728938912855
442,106.47567326705087,127.26130509259946,128.06728938912855
443,106.47555994605906,127.26130509259946,128.06728938912855
444,106.47544662506726,127.26130509259946,128.06728938912855
445,106.47533330407546,127.26130509259946,128.06728938912855
446,106.47521998308366,127.26130509259946,128.06728938912855
447,106.47510666209186,127.26130509259946,128.06728938912855
448,106.47499334110006,127.26130509259946,128.06728938912855
449,106.47488002010826,127.26130509259946,128.06728938912855
450,106.47476669911646,127.26130509259946,128.06728938912855
451,106.47465337812466,127.26130509259946,128.06728938912855
452,106.47454005713287,127.26130509259946,128.06728938912855
453,106.47442673614107,127.26130509259946,128.06728938912855
454,106.47431341514927,127.26130509259946,128.06728938912855
455,106.47420009415747,127.26130509259946,128.06728938912855
456,106.47408677316567,127.26130509259946,128.06728938912855
457,106.47397345217387,127.26130509259946,128.06728938912855
458,106.47386013118206,127.26130509259946,128.06728938912855
459,106.47374681019026,127.26130509259946,128.06728938912855
460,106.47363348919846,127.26130509259946,128.06728938912855
461,106.47352016820666,127.26130509259946,128.06728938912855
462,106.47340684721486,127.26130509259946,128.06728938912855
463,106.47329352622306,127.26130509259946,128.06728938912855
464,106.47318020523126,127.26130509259946,128.06728938912855
465,106.47306688423946,127.26130509259946,128.06728938912855
466,106.47295356324766,127.26130509259946,128.06728938912855
467,106.47284024225586,127.26130509259946,128.06728938912855
468,106.47272692126406,127.26130509259946,128.06728938912855
469,106.47261360027225,127.26130509259946,128.06728938912855
470,106.47250027928045,127.26130509259946,128.06728938912855
471,106.47238695828865,127.26130509259946,128.06728938912855
472,106.47227363729685,127.26130509259946,128.06728938912855
473,106.47216031630505,127.26130509259946,128.06728938912855
474,106.47204699531325,127.26130509259946,128.06728938912855
475,106.47193367432145,127.26130509259946,128.06728938912855
476,106.47182035332965,127.26130509259946,128.06728938912855
477,106.47170703233785,127.26130509259946,128.06728938912855
478,106.47159371134605,127.26130509259946,128.06728938912855
479,106.47148039035424,127.26130509259946,128.06728938912855
480,106.47136706936244,127.26130509259946,128.06728938912855
481,106.47125374837064,127.26130509259946,128.06728938912855
482,106.47114042737884,127.26130509259946,128.06728938912855
483,106.47102710638704,127.26130509259946,128.06728938912855
484,106.47091378539524,127.26130509259946,128.06728938912855
485,106.47080046440344,127.26130509259946,128.06728938912855
486,106.47068714341164,127.26130509259946,128.06728938912855
487,106.47057382241984,127.26130509259946,128.06728938912855
488,106.47046050142804,127.26130509259946,128.06728938912855
489,106.47034718043624,127.26130509259946,128.06728938912855
490,106.47023385944443,127.26130509259946,128.06728938912855
491,106.47012053845263,127.26130509259946,128.06728938912855
492,106.47000721746083,127.26130509259946,128.06728938912855
493,106.46989389646903,127.26130509259946,128.06728938912855
494,106.46978057547723,127.26130509259946,128.06728938912855
495,106.46966725448543,127.26130509259946,128.06728938912855
496,106.46955393349363,127.26130509259946,128.06728938912855
497,106.46944061250183,127.26130509259946,128.06728938912855
498,106.46932729151003,127.26130509259946,128.06728938912855
499,106.46921397051823,127.26130509259946,128.06728938912855
500,106.46910064952642,127.26130509259946,128.06728938912855
501,106.46898732853462,127.26130509259946,128.06728938912855
502,106.46887400754282,127.26130509259946,128.06728938912855
503,106.46876068655102,127.26130509259946,128.06728938912855
504,106.46864736555922,127.26130509259946,128.06728938912855
505,106.46853404456742,127.26130509259946,128.06728938912855
506,106.46842072357562,127.26130509259946,128.06728938912855
507,106.46830740258382,127.26130509259946,128.06728938912855
508,106.46819408159202,127.26130509259946,128.06728938912855
509,106.46808076060022,127.26130509259946,128.06728938912855
510,106.46796743960842,127.26130509259946,128.06728938912855
511,106.46785411861661,127.26130509259946,128.06728938912855
512,106.46774079762483,127.26130509259946,128.06728938912855
513,106.46762747663303,127.26130509259946,128.06728938912855
514,106.46751415564123,127.26130509259946,128.06728938912855
515,106.46740083464942,127.26130509259946,128.06728938912855
516,106.46728751365762,127.26130509259946,128.06728938912855
517,106.46717419266582,127.26130509259946,128.06728938912855
518,106.46706087167402,127.26130509259946,128.06728938912855
519,106.46694755068222,127.26130509259946,128.06728938912855
520,106.46683422969042,127.26130509259946,128.06728938912855
521,106.46672090869862,127.26130509259946,128.06728938912855
522,106.46660758770682,127.26130509259946,128.06728938912855
523,106.46649426671502,127.26130509259946,128.06728938912855
524,106.46638094572322,127.26130509259946,128.06728938912855
525,106.46626762473142,127.26130509259946,128.06728938912855
526,106.46615430373961,127.26130509259946,128.06728938912855
527,106.46604098274781,127.26130509259946,128.06728938912855
528,106.46592766175601,127.26130509259946,128.06728938912855
529,106.46581434076421,127.26130509259946,128.06728938912855
530,106.46570101977241,127.26130509259946,128.06728938912855
531,106.46558769878061,127.26130509259946,128.06728938912855
532,106.46547437778881,127.26130509259946,128.06728938912855
533,106.46536105679701,127.26130509259946,128.06728938912855
534,106.4652477358052,127.26130509259946,128.06728938912855
